Gene,placenta_1,placenta_2,Uterus_D14_1,Uterus_D14_2,Uterus_D14_3,placenta_term_1,placenta_term_2,placenta_term_3,placenta_term_4,PTR2_1,PTR2_2,PTR2_3,sTO01_1,sTO01_2,sTO02_1,sTO02_2,sTO02_3,sTO03_1,sTO03_2,sTO03_3
PIM3,36.70154481,16.71765328,26.14619968,29.47570516,21.21317505,15.9108491,23.12344228,26.54500805,25.68761821,14.52061444,15.36858389,14.25826504,10.48088052,10.88366265,12.98187458,12.44713061,12.01733636,11.5111622,10.63841128,9.983624143
CRELD2,15.44126019,17.7027802,26.92415923,31.23473751,30.42584543,14.1887559,21.41057937,17.04356192,13.89997555,12.60876816,16.28339379,14.95342956,10.08567847,8.547160014,13.10351506,13.534633,13.91304987,16.2925764,13.6917152,14.10112721
ALG12,4.174421324,2.999329387,13.69704106,11.6101822,11.11495542,1.76365684,2.598145187,2.05220788,2.880352554,0.555522947,0.509804364,0.560493879,3.181438353,3.293921779,4.157347612,3.78209548,3.829527328,3.89211743,3.460419285,3.190527319
ENSSSCG00000052169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000035313,2.116374062,1.061059644,6.240156533,6.164544618,5.999488088,1.23239137,2.647305777,1.486190248,2.134344516,2.531903734,2.610808292,2.316752875,3.477250191,2.77689521,3.81769537,3.781648283,3.7586491,4.530672,4.047278544,4.416465931
ENSSSCG00000061510,0,0.010594605,0.326785852,0.283895389,0.584144528,0.03880475,0.047411859,0.059183434,0.092149533,0.086567858,0.141695126,0.052279705,0.034952079,0.022540737,0.033704962,0.034299215,0.05153838,0.0445162,0.019404527,0.027568936
BRD1,6.024712639,2.940170024,16.5276573,14.32202807,16.6727306,2.55677414,5.492651692,2.823470807,5.162840578,2.065523651,2.357600712,2.199730192,4.117819734,4.07191786,4.760659204,4.58867058,4.640671446,5.37571526,5.274990374,5.10204668
ENSSSCG00000053256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000042403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000050676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAFA5,0.019797245,0.042337062,1.127794859,0.458152683,0.57213181,0,0.023682794,0.026278078,0.171844589,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000053202,0,0,0.040656269,0.06574983,0.050159948,0,0,0,0,0,4.08E-03,0,4.78E-03,0.012339145,0.011070368,3.76E-03,0.012091243,4.06E-03,0,0.011318744
TBC1D22A,5.749002118,3.6946449,12.18993595,11.85730425,10.52622578,2.44173214,2.891074592,2.639488814,3.558371148,9.343566982,9.217274086,9.883712978,7.396622041,8.502593069,10.48808998,9.643871685,9.085213322,9.60488237,9.523812379,9.552455623
U6_231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000061791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERK,0.453717814,0.954640682,13.85604378,14.61297076,13.46754799,1.0222161,1.221227367,0.636244845,1.755933945,0.075561865,0.055080344,0.022064313,0.122620181,0.011098702,0.273830523,0.238126299,0.184887253,1.82476267,1.53827159,1.552584266
GRAMD4,1.007840848,0.916190642,2.848059639,2.693428675,3.056724955,0.55470263,0.901084533,0.582651552,0.897036973,0.08646432,0.134797779,0.156170266,0.585310176,0.575190705,1.41196056,1.298274953,1.440399789,1.74074863,1.659707787,1.636613246
ENSSSCG00000058665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000060781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELSR1,2.562434953,1.851682331,12.46328124,15.75631079,16.71850798,1.47749604,2.843210419,1.534365689,1.660967263,3.724893764,4.04422829,3.995470068,7.298755676,8.434098824,7.001699738,6.574366751,6.499370324,5.43210101,4.824631773,5.400812951
TRMU,4.39230094,4.156937805,8.069720046,7.209056856,8.469575034,2.0007963,3.174978212,2.133592677,3.117306994,4.928644413,4.684583232,4.437834055,5.010857134,4.492949498,6.904767844,6.922984671,6.791520202,9.20912001,7.808852255,8.476821174
GTSE1,0.08900901,0.326312068,0.743433779,1.078978606,0.808444004,0.08299859,0.053239277,0.135025175,0.09460634,4.655882697,4.880997712,5.070232546,5.034965279,3.721956401,4.411955562,5.370084567,4.629839328,6.02708965,5.470214401,6.04112513
TTC38,6.827493334,3.980706452,24.01293256,16.19850201,19.24681371,1.685767,2.621161391,2.106084128,3.432519476,2.455006185,2.016238983,2.215924443,5.80302739,6.104506505,9.551703158,8.150815823,8.840090269,8.28073315,7.541954322,8.06507745
ENSSSCG00000035583,9.11E-03,0,0.136616754,0.025106629,0.100077659,0.02081925,0.010901604,3.02E-03,0.031076204,0,3.43E-03,0,0,0.013821025,0.015499841,0.012618495,0.016929188,0.01705965,0.017847051,0.012678078
ENSSSCG00000063551,0.027875014,0.023844656,0.142080924,0.178167823,0.186893596,0.0400288,0.030011368,0.029600151,0.031109331,0,0,0,0.019666148,8.46E-03,0.022757333,0.02701833,0.037283916,0.02087292,7.28E-03,0.019389933
CDPF1,1.828963786,1.706522375,9.6925978,11.20742595,7.918339293,1.46756574,1.107900508,1.036022272,1.841826437,1.730263463,1.937761075,1.694724241,2.177988217,2.393992545,3.178153375,2.855118105,3.116318705,3.01821078,3.034319832,2.917219813
PPARA,0.52092039,0.371335153,1.648633816,1.995543058,2.943966415,0.60448236,0.544028531,0.351212222,0.717731342,0.039404628,0.049787841,0.031162844,1.254219261,1.360625452,2.053282463,1.860499385,1.830968968,1.1206691,1.263076547,1.202093624
ENSSSCG00000053509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000033576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000062767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000042568,0,0,0.272273804,0.200147553,0.33914965,0.20062185,0.208909862,0.16689837,0.121269575,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000052297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000056931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000049044,0.031471418,0.033651334,0.12806004,0.163500241,0.09874684,0.20542397,0.147903738,0.077580123,0.248091195,7.14E-03,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000062884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT7B,6.690173045,1.207260019,17.61995299,24.01906884,30.27825969,0.92464526,2.613215385,2.168871053,1.726165972,7.747851407,7.706271973,7.093780905,20.09337543,18.7614155,17.20440764,15.92980901,15.37251424,16.7827745,15.67493463,15.83429354
ENSSSCG00000058612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATXN10,6.134192167,4.335667193,15.03226198,15.35310938,14.38902813,3.40074603,3.707069818,3.683961537,4.465832004,13.67602899,13.42060177,13.66224529,8.369213265,8.12940726,9.419458124,9.549542034,9.536979006,9.826734,9.091029701,9.522311976
ENSSSCG00000041502,8.63E-03,0,0.051748536,0.076080347,0.059854788,0.06759466,0.067102369,0.063001058,0.016051686,0.013708549,0.038971765,0.136600375,0.053273174,0.045808114,5.87E-03,0.017923918,0.019237626,6.46E-03,5.63E-03,0.018008551
FBLN1,7.586977478,13.31723379,215.4412905,153.1479033,195.4509669,8.70715811,17.05970531,8.100307806,23.7946077,0.031951576,0.036333803,0.054580296,0.099334326,0.03050529,5.47E-03,5.57E-03,0.023913933,6.03E-03,0,0.011193046
ENSSSCG00000060988,0.035156979,0.056388271,0.483130826,0.32286167,0.501237264,0.06501956,0.038552378,0.031110653,0.108989492,0,0,0,0,0,0,0,0,0,0,0
U6_232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBC2,0.050087845,0.21422902,1.351595086,2.925461549,3.242438132,0.06538786,0.089877665,0,0.031055277,0,0,0,0,0.018991112,0,0,0,0,0,0
SMC1B,0.065359258,0.05435614,0.217739065,0.088032588,0.268637049,0.12324598,0.052124756,0.033738167,0.027015868,0,0,0,0.032022027,0.038548785,0.04940713,0.065361697,0.037774311,0.02175167,4.74E-03,0.01515469
ENSSSCG00000045973,0,0,0.07797664,0.057320364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033955159,0
FAM118A,4.958974207,4.541153953,24.86801796,22.03833878,24.30170728,4.13374902,5.79777353,4.319146203,5.204436136,4.266138736,4.832445465,4.670025993,8.416061729,8.543895521,10.44427386,9.616598666,10.26574285,10.4477442,8.937064714,9.418718659
UPK3A,1.282978027,6.548620689,2.141100807,2.347535678,2.042760897,0.93224522,1.317597993,1.18886874,0.705414325,1.980367316,2.004188354,2.846454368,0.789876665,2.257857398,0.345849912,0.268150551,0.395730881,0.10875835,0.173827723,0.269416712
KIAA0930,43.17246081,33.13735234,26.9327034,23.70723486,26.28348482,21.2959782,33.29290924,33.3008754,27.78147099,10.00879799,9.650658813,9.648449019,51.74617521,54.62818776,49.34947687,47.1257605,47.09850091,49.311081,48.17401436,48.1968481
ssc-mir-1249-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP50,18.01381871,10.72842408,17.96673087,19.25308994,16.24703331,11.3631769,10.40592917,12.50720254,11.31263518,12.34912729,12.49841388,12.56356137,11.08791849,11.06532326,14.70659251,14.54298688,15.20963688,15.5597823,16.41899181,15.90207728
ENSSSCG00000060964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000041214,0.113680071,0.202590488,2.215488209,2.004428176,1.883574766,0.14840521,0.226652892,0.226341625,0.258439466,1.264088698,0.969715859,1.199633681,0.233924297,0.373554939,0.799189557,0.970689132,0.563153761,0.90799002,0.791582283,0.738044099
ENSSSCG00000062027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHF21B,0.022614913,0.024181369,1.712095782,2.604338285,2.862598046,0.01476147,0.020290108,7.51E-03,0.084129681,0.017962224,0.034042968,0.034092685,0.039887713,0.042872912,0.015385795,0.015657063,0.042011564,0,0,0.023596489
ARHGAP8,8.50809359,6.387549905,12.0640278,14.38139726,14.80037227,3.56627313,4.626342234,4.33601785,4.254816535,8.862098765,9.364099311,8.596293375,21.34856063,17.98265221,19.64915424,18.86763255,19.6023956,32.3227289,29.23164549,29.98046838
PRR5,13.48255271,7.681879548,16.87973402,14.13012217,14.04007221,5.77236541,7.226135739,7.740055487,9.088477344,15.90314336,17.11921575,15.51721584,29.53353067,27.78920474,32.7784269,29.21886366,29.13406966,31.0713799,30.79988155,28.98706852
RTL6,16.61156392,6.161364244,20.01501005,16.03949788,18.80943057,3.68262216,6.301523458,8.089690881,8.375190065,1.375931361,1.382653049,1.455681102,6.083215761,5.591941779,8.962142399,8.359235405,7.995776041,8.87254141,8.715595454,9.319760762
ENSSSCG00000054925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHISAL1,1.226366314,0.682269568,3.907645519,1.735466945,2.699304945,1.06633319,1.772925168,0.958077066,1.630159586,0,0,0,0.01596339,0.02058971,0.024630086,3.13E-03,0.010088024,0,0,0
PARVG,0.255700552,0.170882523,5.957595462,7.479043103,6.810780464,0.48680302,0.471574515,0.219200205,0.746452084,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000051710,0.027168184,0,0.570204177,0.718551708,1.00499039,0,0.032500406,0,0.03368943,0,0,0,0,0,0,0,0,0,0,0
PARVB,2.717242755,0.965661989,4.109151684,3.020623512,4.102642364,1.12209301,1.307800758,0.888545892,1.173911314,0.434158779,0.280242938,0.382164702,2.61987034,2.102569754,2.856506486,2.764268455,2.990418312,3.55327774,3.087391161,3.025295933
SAMM50,3.264948919,2.642111733,4.940786164,4.495628876,4.225232346,2.32995282,2.468729504,2.26909325,3.055579421,4.602037476,5.07196482,5.05099551,3.051359537,2.530350487,3.695132097,3.897707821,3.967222208,4.46676821,4.37668669,4.339861648
PNPLA3,25.27284873,6.463516712,0.216191157,0.304599329,0.236164803,5.34975758,11.10558888,9.132280682,9.395785202,0.944964071,1.022105838,0.842430637,2.850896273,1.831719764,5.616899944,4.625994145,5.224018461,6.92005073,6.503579624,6.453471928
SULT4A1,1.613729055,0.350950462,0.06150517,0,0,0.43740072,0.670749947,0.417508462,1.076850466,0,0.010293217,0.010308249,0.132664739,0.12444513,0.083736759,0.198830621,0.142269092,0.1536059,0.133913042,0.142692475
ENSSSCG00000060901,0,0,0.230531063,0.402473688,0.244422805,0.02509357,0,0.012757235,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000000028,0,0,0.884273857,1.838006597,1.293186164,0,0,0,0.012611017,0,0,0,0,0,0,0,0,0,0,0
MPPED1,0,9.97E-03,3.91316592,1.479371163,2.715690945,0.03651023,0,0,0.063580543,0,0,0,8.22E-03,0,0,0,0,0,0,0
ENSSSCG00000062194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCUBE1,0.035580409,0.034240446,2.30428629,0.807726507,2.414350745,0.02090202,0.031922756,0.025975413,0.04191482,0,0.010712071,0.013409643,6.28E-03,2.70E-03,0.031468737,0,0,0,2.32E-03,0
TTLL12,8.283664637,5.231788594,51.92527934,40.92197625,50.27463904,3.77704797,5.041929222,3.142146007,5.249965467,11.56810232,11.50129204,10.99736194,27.60578859,23.32892578,27.37645896,27.93372909,25.37984795,25.7273077,23.81086949,23.87297709
TSPO,4.308441156,11.44519725,62.31877508,81.08612267,34.0462729,4.43809269,8.536389756,4.289140414,11.4991268,29.99633737,32.9348772,33.71874917,11.81428598,22.10426797,24.04498556,22.53471304,23.76116407,6.22551326,5.493298651,4.987133561
MCAT,1.154621771,0.910360432,4.493444951,4.485554676,3.721045293,0.63185502,0.788281209,0.580529977,1.287145426,2.167632138,2.396457297,2.2856734,1.532516034,1.238171012,1.817042374,2.236658494,2.105933886,2.66362081,2.306907505,2.344572085
ENSSSCG00000042788,0.116647623,0.267272994,4.621589166,5.784616706,3.082117298,0.25017303,0.308985238,0.088476244,0.15497876,0.145591398,0.32610218,0.226092751,0.264523688,0.32854832,0.487496312,0.426869317,0.371477933,0.6862914,0.587427967,0.672306092
TTLL1,1.367566996,1.842489927,7.790654821,7.128463535,6.465814579,1.33005525,1.243341365,1.061923697,1.619515267,0.47793239,0.473487963,0.257706219,2.544750906,2.478532175,4.010060333,3.834590539,3.871751708,3.97327249,3.776347789,4.185645925
PACSIN2,66.45537404,28.18583274,43.30022434,33.81617378,41.27239912,19.7415103,20.76128433,25.86347695,24.93278499,7.105536062,7.408950786,7.408679939,52.79303424,64.32993572,61.49412593,62.14538538,59.83396376,67.1591887,64.58125901,63.63632421
ARFGAP3,7.991731982,5.264425936,12.23772501,12.14956543,13.20193242,3.58954286,3.972918712,3.468867612,4.971356794,1.689886629,1.598073178,1.719691989,6.497334963,7.086933223,8.538432896,7.456387641,8.149885238,8.00861016,8.00060459,7.846299533
A4GALT,28.91446675,13.40034285,121.0523741,97.39315351,93.56344637,8.85426529,12.04153418,15.20424905,19.35094238,8.002969641,8.678012504,8.327944157,36.89627537,26.44219829,40.46870479,37.01748225,36.02054846,48.1297628,45.5328611,47.05349
CYB5R3,27.27271852,46.34265542,90.08997456,72.75996035,80.49993167,16.5877886,26.65293795,12.64698321,23.55424541,13.88822309,14.07878421,14.03039934,52.92949074,44.61089302,72.9948764,64.71956622,66.48384232,79.553001,74.12091357,80.87849025
POLDIP3,9.161609708,5.919855682,21.07732197,19.84066241,19.23628654,5.63798845,6.118594904,6.221600353,6.476816979,6.616357888,7.04392857,7.490834296,14.37982254,13.39869441,16.79825793,16.69885027,16.02537456,16.0574057,16.15699642,16.14178592
U6_233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U12_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRP7A,6.348714501,4.61824153,15.11619184,13.70641856,13.00749302,2.91458373,3.282645037,2.640182595,4.097382585,1.134898152,1.735401164,1.725696552,7.832683487,7.166053951,9.323447122,10.92674145,10.0867029,11.9274076,11.02364922,11.80284028
SERHL2,1.070344521,1.798474155,7.535864247,6.634868157,5.722511236,1.80899917,2.195002277,1.661750041,2.073846843,2.762944287,3.193677346,3.227155261,1.163051284,1.087038374,1.547417664,1.283579166,1.178820195,1.40258649,1.272678598,1.396002069
ENSSSCG00000044454,0.063835732,0.125138586,0.143547905,0.0586231,0.0368965,0.09722444,0.019091147,0.112977358,0.046175723,0.126756147,0.160156692,0.1924687,9.38E-03,8.07E-03,7.24E-03,7.37E-03,0,0,6.95E-03,0.037003585
NFAM1,0.02682686,0.021513797,0.170923007,0.14042668,0.178315465,0.02188843,0.016046046,0.040060023,0.029107905,0,5.05E-03,0,0,0,0,0,0,0,0,0
TCF20,6.364960966,3.398239037,6.601932406,6.266523454,7.752493847,3.94031014,6.155766679,3.855325938,4.1852247,1.51594346,1.667187153,1.798308177,6.207712477,5.878925384,7.472346886,7.188882491,7.130267112,7.99158738,7.461415343,7.725258223
CYP2D6,0.815355294,0.741984776,1.404379729,0.72647189,0.641727045,0.5775027,0.394303668,0.241783785,0.247388747,0,0.039171734,0.065381566,1.95827292,1.697019359,1.93561024,1.729525189,1.959415491,2.06544757,1.630776842,1.979037781
NDUFA6,26.10547236,28.40161947,11.16106045,16.59417756,12.52073663,5.25147886,6.061954132,7.98543496,10.12544205,4.482652266,4.754011853,4.905774498,17.32485172,13.96836016,23.52824475,23.11171503,22.25370757,28.4496222,25.10015189,26.92949745
SMDT1,30.39640309,27.92220431,31.38518789,29.27041516,26.82437586,10.932205,10.43836561,12.83381847,16.8843498,27.72231494,28.29120854,25.56191232,11.4722948,10.51912114,18.78799544,17.83577898,17.64673661,19.8649641,20.13501685,18.49806087
NAGA,46.4962267,57.70289944,27.47732554,24.32238312,21.95374857,24.9910678,41.64648457,9.070282854,35.09777455,5.4924849,5.562767551,6.675667316,24.4762164,27.01744799,38.34805998,40.39514916,38.60548167,32.9834847,32.11385488,33.29192506
PHETA2,0.376951536,0.638180953,3.280734287,2.46935182,2.723434041,1.21657201,1.691005282,0.99375172,2.291715964,0.024949937,0.086691836,0.047355513,0.018468313,0.015880386,7.12E-03,0.014498677,0.023342006,0.02352189,6.84E-03,7.28E-03
ENSSSCG00000062925,0.036181172,0.077374631,0.054240588,0.15948829,0,0,0.043282348,0,0.089731658,0,0,0,0,0.054873249,0.049230886,0.025049438,0.026885403,0.0270926,0.023619225,0
SEPTIN3,1.095402831,0.279342348,0.137419293,0.262642789,0.127156489,0.15257414,0.318003669,0.200760715,0.480248183,0,0,3.46E-03,0.012125829,0.02780443,0.02182725,9.52E-03,0.017028637,0.01029592,0.011967928,0.03825766
SMIM45,0,0,0,0,0,0,0.011318549,0,0.011732637,0,0,0,0,0,0,0,0,0,0,0
CENPM,0.450645467,0.670414062,3.231034615,4.059300483,2.921784683,0.31972897,0.339862582,0.208058754,0.388740883,1.276104381,1.341995511,0.95996811,3.162077221,2.332678422,2.706002754,3.147099817,2.839067341,3.50649388,2.980204717,3.080185058
TNFRSF13C,0.66080215,0.370109986,5.88090623,2.531402432,3.310128638,0.26016526,0.250951082,0.229722576,0.487747699,0,7.90E-03,0.015812377,9.25E-03,0.015907757,0.021408053,7.26E-03,0.015588158,7.85E-03,0.020541642,0
SHISA8,0.77145898,0.148751603,2.047615997,0.696849814,0.672499804,0.3549656,0.597596821,0.318952081,0.682189961,0.351573574,0.428349257,0.28598321,0.055765708,0.076722199,0.137666418,0.105070213,0.178554383,0.2083405,0.132094882,0.184741088
SREBF2,60.79200389,24.24456959,62.02501763,57.1427698,47.61037755,17.1829351,36.36561035,25.67618348,29.89838404,8.739819698,9.777734668,9.02114296,51.0031669,50.5266597,50.5759909,53.44843048,49.42015665,49.117617,46.175549,48.1177581
CCDC134,3.461319088,2.452729816,1.82416035,2.174487741,2.509081655,2.02318546,2.5916022,3.475824284,2.727196253,0.803211336,0.69307473,0.601128826,1.870653964,1.801795231,1.264133691,1.559643955,1.509004054,1.70532565,1.733584717,1.761454615
MEI1,0.162907917,0.159044851,0,0,0,0.08321884,0.122860007,0.296151368,0.223968839,0,0,0,0.012492765,0,0,0,0,0,0,4.93E-03
ENSSSCG00000057322,0,0,0,0,0,0,0.011714371,0.012998092,0,0,0,0,0,0,0,0,0,0,0,0
SNU13,57.74201673,45.69484298,50.48164109,48.67840632,46.93312317,31.8467443,26.98115287,33.85540009,34.51804081,23.47616994,23.78768248,22.42689752,64.61783732,64.0197594,79.50180193,86.81480855,81.67015472,88.0243145,88.62624586,88.45197018
XRCC6,13.16156513,9.358028603,12.46079995,11.73261598,11.26423625,6.79474534,6.199410234,6.848833598,9.097394874,6.915429498,7.359668937,7.574442341,16.84861856,16.65994958,25.18258354,22.2534271,22.49329631,21.3745431,21.5497586,21.11897988
DESI1,5.879730249,3.602808558,4.621919319,4.87475608,5.493840139,2.45783863,3.232599427,3.142027245,3.826860241,2.051923294,2.306750236,2.429528731,6.157847328,5.313442409,6.615885815,7.086874341,6.257084835,8.41771993,8.336895788,8.417255933
PMM1,1.708119744,2.463563814,17.59742394,15.58425462,12.07694066,1.85391877,1.865166888,1.410465534,3.31264738,2.319008671,2.092909248,2.335504661,1.87420827,1.897747619,2.270147984,2.186413738,1.933414933,1.82933391,1.387351937,1.450675779
CSDC2,0.126306424,0.552498664,4.355068883,1.214759114,1.699002622,0.16488845,0.391476585,0.32768763,0.640734826,0.766085452,0.501260227,0.692403123,0.050631054,0.017414492,0.031247679,0.015899304,8.53E-03,0,7.50E-03,7.99E-03
POLR3H,0.682776111,0.449840884,3.432598127,2.728498703,2.575117036,0.49969028,0.635275383,0.622502171,0.987775319,0.454659627,0.456802314,0.634218976,1.344155791,1.129652643,1.478014525,1.418126374,1.742432454,1.83332512,1.661316946,1.861384307
ACO2,14.70010604,9.388393318,33.48824531,28.8630451,30.56037948,6.25361745,7.517994008,8.825885538,9.773834313,13.34858465,14.38195107,14.14015612,12.02577807,11.91344236,13.23468734,13.45324999,12.92451049,14.5931886,12.96382001,13.80631302
PHF5A,7.959210058,8.53893253,10.67701096,11.56795035,9.63079219,7.35484965,6.294576399,6.270058375,7.249847717,13.64604646,13.96146727,14.20220097,9.749462688,8.211997373,10.36887377,12.09718324,11.18682813,12.238164,12.17848479,12.04339026
TOB2,27.4618462,16.18246435,38.84400622,33.37641678,40.05529054,6.69283262,10.24867164,8.91687625,8.437076269,2.644615909,2.960080505,2.92265123,19.77304464,20.80131772,18.87596213,18.43325545,17.09059466,16.4204101,16.8263471,16.49102472
TEF,1.802041547,0.853114775,13.3219493,14.68937985,12.04557311,1.00115927,1.365839836,0.748628223,1.351841699,0.83037119,0.776528263,1.026514237,0.843126073,2.01325535,0.963952767,0.885710543,0.787078666,0.68498831,0.682480272,0.60283055
ZC3H7B,10.41090978,5.710272382,30.77213641,27.74264388,31.60835177,4.07399642,6.096177829,4.223419522,4.901961482,1.835762103,2.180269288,2.225664214,6.676064905,5.701956698,8.883983957,7.937415572,8.311115913,9.79326459,9.268872133,9.295780884
RANGAP1,11.90983666,7.684226182,18.69023684,18.93319124,19.12226885,4.9819311,7.31767963,5.886197514,8.289260769,3.816027158,4.363816374,3.980539525,12.17472772,8.931452966,12.73678622,14.56134198,13.87367371,18.7774082,17.41553537,17.37280088
CHADL,0.205515382,0.14219164,0.181232953,0.373026446,0.139748366,0.22883804,0.289236825,0.481399351,0.307313993,0,0,0,0.447774041,0.531705868,0.756673046,0.652837925,0.574922489,0.86902978,0.726049523,0.672738988
L3MBTL2,2.576626916,1.596374638,3.599751709,3.161652062,3.145262008,1.09409073,1.587798454,1.099506621,1.512960121,0.755448881,0.921260027,0.916728962,2.702009283,2.287910804,3.498000769,3.413940652,3.458504285,3.82958689,3.636346959,3.793403092
EP300,17.55996685,10.06238823,18.04308656,15.60867925,20.71101944,6.83601053,12.57350983,7.353246323,7.770386101,2.112231273,2.133155819,2.032944777,15.3318176,14.42559871,11.4804164,11.05408101,10.72343006,11.8145694,10.9799947,12.1646982
U6_234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBX1,45.00442604,40.79573162,23.19417726,28.03003768,23.63095506,29.653504,22.92773289,34.11849712,32.74840696,24.41714508,24.95839929,26.24374697,32.18555373,32.63327058,48.12090885,46.10154668,52.00942534,48.3025925,51.77149815,50.27521026
XPNPEP3,3.926438946,2.266747009,4.495309181,3.710775917,4.737782848,2.10166785,2.080235986,2.699695728,2.655423758,3.074706858,2.835051583,3.089300133,5.467683507,4.538423259,5.760659868,5.696314111,5.52937501,6.50141914,6.466153855,6.45410665
ENSSSCG00000034801,0,0,0,0.0971954,0,0,0.052754282,0,0.164052878,0,0.066383788,0,0.077781039,0.066881743,0,0,0,0,0,0
ST13,44.6769499,42.84544467,23.27628544,23.11904763,24.74554804,18.0052252,18.63123986,20.67294803,19.92942026,13.08377989,12.55040328,14.8536266,44.35692794,52.3704952,51.3388913,48.1298461,49.25503362,45.1992339,47.37637228,43.23100635
SLC25A17,23.82444786,20.7090659,14.09555824,16.77436526,18.72558737,15.7829357,10.08761985,13.41399966,15.06532307,30.35428318,30.05731944,33.42719276,41.759902,40.5679265,54.91209432,50.73405976,53.41828567,52.3553173,54.17830618,52.6627814
ENSSSCG00000061921,0,0,0,0.709680699,0.65138266,0.26271909,0.192594997,0.160275419,0.049910267,0.127873926,0,0.060676861,0.212971894,0.06104286,0,0,0.059816464,0,0,0
MCHR1,0,0.019366686,0.02715258,0,0.062811899,0.03546708,0.043333874,0.036061969,0.101068291,0.028771633,0,0,0,0,0,0.01253963,0,0.02712485,0,0
ENSSSCG00000052625,0,0,0.028245408,0.031144656,0.010889989,0.03074545,5.64E-03,6.25E-03,0.011681784,0,0,7.10E-03,0,0,0,0,0,0,0,0
ENSSSCG00000041621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRTFA,2.354294233,1.657161839,18.49838123,14.9670335,19.29683143,0.86488923,2.002591097,0.832285574,1.114947244,0.375865817,0.267135384,0.222937923,5.383585007,4.548452571,5.690521932,5.356742529,5.810895073,7.48569942,7.074343475,7.892007135
SGSM3,1.82878664,1.460705294,11.67659241,12.89739323,10.58720869,1.23925033,2.198699909,1.491571096,2.809648074,3.112169868,3.457749342,3.324397781,2.545484487,2.355874273,2.418433112,2.534803032,2.605979415,2.57656618,2.102404594,2.42671348
ENSSSCG00000055170,0,0,21.2876226,25.51093384,21.65655763,0,0,0,0,0,0,0,0.736632197,0,0.487096178,0,1.152698453,0.89352449,0.389485646,0.415020596
ADSL,2.591953361,2.922985111,6.871811499,6.833227964,6.146654455,2.92673817,2.053819122,2.42823186,2.614691039,2.958962718,2.440163322,2.657317451,6.159210164,5.97868922,6.656714271,7.281846343,6.905189043,6.87103445,6.561408961,6.568374452
ENSSSCG00000060843,1.844785932,1.031630297,2.73380121,2.184864543,3.505210386,2.2076093,2.726863311,2.10390806,2.004931952,0.421048293,0.359096973,0.391587742,1.580147562,1.953669301,1.07475141,0.910193599,1.165983372,0.7780201,0.906673728,0.870241794
TNRC6B,2.985390417,3.4243364,2.570029827,2.447512234,2.902027402,3.93274897,4.786115942,4.223866035,3.825380478,0.815545569,0.922633012,0.910342333,3.91327544,4.02349309,3.40359088,3.200541454,2.907416281,2.84853269,2.707756085,2.683906794
